 written on 21Mar2014 at 10:47:14 
          10
         581
    4    4    1    2    1    2    1    2    2    1    1    2    1    2    2
    1    2    1    2    1    4    2    1    4    1    1    1    2    2    1
    1    1    1    2    1    1    1    1    2    1    1    1    1    2    1
    1    1    2    2    1    1    1    2    1    1    1    2    1    2    4
    2    1    2    2    1    1    1    1    4    1    1    1    1    1    1
    2    1    1    1    1    1    1    2    1    1    1    1    1    1    2
    1    1    1    1    1    1    2    1    1    1    1    1    2    2    1
    1    1    1    1    2    1    1    1    2    2    1    2    4    4    2
    1    1    2    1    1    1    1    2    1    1    1    1    1    1    1
    1    1    1    1    1    1    1    1    1    1    1    1    1    1    1
    1    1    1    1    1    1    1    1    1    1    1    1    1    1    1
    1    4    1    1    1    1    1    1    1    4    1    1    1    1    1
    2    1    1    1    2    1    2    2    1    2    2    1    1    1    1
    2    1    1    1    1    1    1    1    1    1    1    1    1    1    1
    1    1    1    1    1    1    1    1    1    1    1    1    1    1    1
    1    2    1    1    1    1    1    1    1    2    1    1    1    1    1
    1    1    1    2    1    1    1    1    1    2    1    1    1    2    1
    2    2    1    2    1    1    1    2    2    1    1    1    1    1    1
    1    1    1    1    1    1    1    1    1    1    1    1    1    1    1
    1    2    1    1    1    1    1    1    1    2    1    1    1    1    1
    1    1    1    1    1    1    1    1    1    1    1    1    1    1    1
    1    1    2    2    1    1    1    2    1    2    2    1    2    1    1
    1    2    1    1    1    1    1    2    1    1    1    1    1    1    1
    1    2    1    1    1    1    1    1    1    2    1    1    1    1    1
    1    1    1    1    1    1    1    1    1    1    1    1    1    1    1
    1    1    1    1    1    1    1    1    1    1    2    1    1    1    1
    2    2    1    2    2    1    2    1    1    1    2    1    1    1    1
    1    4    1    1    1    1    1    1    1    4    1    1    1    1    1
    1    1    1    1    1    1    1    1    1    1    1    1    1    1    1
    1    1    1    1    1    1    1    1    1    1    1    1    1    1    1
    1    1    1    2    1    1    1    1    2    1    1    2    4    4    2
    1    2    2    1    1    1    2    1    1    1    1    1    2    2    1
    1    1    1    1    2    1    1    1    1    1    1    2    1    1    1
    1    1    1    2    1    1    1    1    1    1    2    1    1    1    1
    1    1    4    1    1    1    1    2    2    1    2    4    2    1    2
    1    1    1    2    1    1    1    2    2    1    1    1    2    1    1
    1    1    2    1    1    1    1    2    1    1    1    1    2    2    1
    1    1    4    1    2    4    1    2    1    2    1    2    2    1    2
    1    1    2    2    1    2    1    2    1    4    4
   -6   -2    4    1    1   -0.000005    0.000000
   -6   -2    4    2    1    0.000000    0.000000
   -6   -2    4    3    1    0.000000    0.000000
   -6   -2    4    4    1    0.000000    0.000000
   -6   -2    4    5    1    0.000000    0.000000
   -6   -2    4    6    1   -0.000009    0.000000
   -6   -2    4    7    1   -0.000008    0.000000
   -6   -2    4    8    1    0.000000    0.000000
   -6   -2    4    9    1    0.000001    0.000000
   -6   -2    4   10    1    0.000000    0.000000
   -6   -2    4    1    2    0.000000    0.000000
   -6   -2    4    2    2    0.000009    0.000000
   -6   -2    4    3    2    0.000000    0.000000
   -6   -2    4    4    2    0.000000    0.000000
   -6   -2    4    5    2    0.000000    0.000000
   -6   -2    4    6    2   -0.000008    0.000000
   -6   -2    4    7    2   -0.000006    0.000000
   -6   -2    4    8    2    0.000000    0.000000
   -6   -2    4    9    2   -0.000002    0.000000
   -6   -2    4   10    2    0.000000    0.000000
   -6   -2    4    1    3    0.000000    0.000000
   -6   -2    4    2    3    0.000000    0.000000
   -6   -2    4    3    3    0.000009    0.000000
   -6   -2    4    4    3    0.000000    0.000000
   -6   -2    4    5    3    0.000000    0.000000
   -6   -2    4    6    3    0.000000    0.000000
   -6   -2    4    7    3    0.000000    0.000000
   -6   -2    4    8    3   -0.000008    0.000000
   -6   -2    4    9    3    0.000000    0.000000
   -6   -2    4   10    3    0.000001    0.000000
   -6   -2    4    1    4    0.000000    0.000000
   -6   -2    4    2    4    0.000000    0.000000
   -6   -2    4    3    4    0.000000    0.000000
   -6   -2    4    4    4   -0.000006    0.000000
   -6   -2    4    5    4    0.000000    0.000000
   -6   -2    4    6    4    0.000001    0.000000
   -6   -2    4    7    4   -0.000002    0.000000
   -6   -2    4    8    4    0.000000    0.000000
   -6   -2    4    9    4   -0.000005    0.000000
   -6   -2    4   10    4    0.000000    0.000000
   -6   -2    4    1    5    0.000000    0.000000
   -6   -2    4    2    5    0.000000    0.000000
   -6   -2    4    3    5    0.000000    0.000000
   -6   -2    4    4    5    0.000000    0.000000
   -6   -2    4    5    5    0.000039    0.000000
   -6   -2    4    6    5    0.000000    0.000000
   -6   -2    4    7    5    0.000000    0.000000
   -6   -2    4    8    5    0.000001    0.000000
   -6   -2    4    9    5    0.000000    0.000000
   -6   -2    4   10    5   -0.000032    0.000000
   -6   -2    4    1    6    0.000006    0.000000
   -6   -2    4    2    6    0.000013    0.000000
